"exchange"	"price"	"symbol"	"x"
"6264"	"K"	1.15	"LDK"	1400
"6265"	"N"	1.15	"LDK"	1800
"6279"	"D"	1.1501	"CUR"	1700
"6304"	"Z"	1.155	"LDK"	100
"6319"	"D"	1.159	"LDK"	400
"6326"	"D"	1.1599	"GRO"	2000
"6333"	"D"	1.16	"BAA"	100
"6351"	"B"	1.16	"GRO"	600
"6352"	"C"	1.16	"GRO"	1000
"6353"	"D"	1.16	"GRO"	4424
"6355"	"D"	1.16	"LDK"	2800
"6356"	"P"	1.16	"LDK"	1000
"6415"	"D"	1.169	"BAA"	399
"6426"	"D"	1.1699	"GRO"	1500
"6434"	"A"	1.17	"BAA"	300
"6463"	"D"	1.17	"GRO"	500
"6465"	"D"	1.17	"LDK"	200
"6466"	"N"	1.17	"LDK"	1000
"6500"	"D"	1.1737	"BAA"	100
"6502"	"D"	1.1748	"BAA"	200
"6512"	"D"	1.178	"GRO"	1400
"6515"	"D"	1.179	"LDK"	1002
"6520"	"D"	1.1791	"GRO"	1000
"6521"	"D"	1.1799	"BAA"	2219
"6525"	"D"	1.1799	"GRO"	419
"6527"	"D"	1.1799	"LDK"	3998
"6530"	"K"	1.18	"BAA"	100
"6531"	"P"	1.18	"BAA"	500
"6532"	"Q"	1.18	"BAA"	900
"6533"	"Z"	1.18	"BAA"	600
"6548"	"W"	1.18	"DNN"	100
"6560"	"D"	1.18	"GRO"	1000
"6565"	"D"	1.18	"LDK"	4398
"6566"	"J"	1.18	"LDK"	300
"6567"	"N"	1.18	"LDK"	500
"6568"	"P"	1.18	"LDK"	1000
"6581"	"D"	1.1801	"GRO"	2400
"6584"	"D"	1.1802	"FAC"	2000
"6590"	"D"	1.181	"LDK"	730
"6604"	"D"	1.185	"LDK"	2774
"6632"	"D"	1.1899	"GRO"	1090
"6633"	"D"	1.1899	"LDK"	100
"6634"	"B"	1.19	"BAA"	1000
"6635"	"D"	1.19	"BAA"	5292
"6636"	"J"	1.19	"BAA"	700
"6637"	"Q"	1.19	"BAA"	800
"6638"	"Y"	1.19	"BAA"	1000
"6677"	"D"	1.19	"GRO"	300
"6678"	"N"	1.19	"GRO"	600
"6688"	"D"	1.19	"LDK"	8024
"6689"	"K"	1.19	"LDK"	100
"6690"	"P"	1.19	"LDK"	1200
"6699"	"K"	1.19	"NTS"	800
"6705"	"N"	1.19	"XNY"	273
"6718"	"D"	1.1901	"LDK"	200
"6722"	"D"	1.1905	"LDK"	4347
"6735"	"D"	1.195	"LDK"	200
"6740"	"D"	1.1966	"LDK"	300
"6748"	"D"	1.1985	"LDK"	1300
"6751"	"D"	1.1988	"LDK"	1000
"6754"	"D"	1.199	"LDK"	3000
"6764"	"D"	1.1999	"LDK"	2196
"6766"	"D"	1.1999	"PLG"	400
"6813"	"P"	1.2	"KID"	1500
"6816"	"D"	1.2	"LDK"	17000
"6817"	"K"	1.2	"LDK"	5760
"6818"	"N"	1.2	"LDK"	4325
"6819"	"Y"	1.2	"LDK"	300
"6830"	"D"	1.2	"NTS"	1000
"6831"	"D"	1.2	"PLG"	3300
"6832"	"Q"	1.2	"PLG"	400
"6925"	"P"	1.21	"MY"	4100
"6946"	"D"	1.211	"MY"	500
"7013"	"Q"	1.22	"MY"	1000
"7218"	"D"	1.24	"BORN"	725
"7219"	"Q"	1.24	"BORN"	200
"7627"	"N"	1.31	"LEE"	400
"7661"	"A"	1.33	"EMXX"	500
"7662"	"D"	1.33	"EMXX"	600
"7667"	"N"	1.33	"LEE"	100
"7680"	"D"	1.3313	"EMXX"	150
"7681"	"D"	1.3314	"EMXX"	1350
"7688"	"D"	1.34	"ALU"	8579
"7689"	"K"	1.34	"ALU"	4000
"7713"	"D"	1.34	"RVM"	900
"7716"	"D"	1.3401	"ALU"	1790
"7726"	"D"	1.3425	"ALU"	500
"7743"	"D"	1.3475	"ALU"	100
"7753"	"B"	1.35	"ALU"	200
"7754"	"D"	1.35	"ALU"	15760
"7755"	"N"	1.35	"ALU"	6500
"7756"	"P"	1.35	"ALU"	69781
"7757"	"Q"	1.35	"ALU"	97000
"7758"	"Y"	1.35	"ALU"	109
"7774"	"D"	1.35	"EVI"	200
"7790"	"D"	1.35	"QTM"	29210
"7791"	"K"	1.35	"QTM"	700
"7792"	"N"	1.35	"QTM"	229
"7793"	"W"	1.35	"QTM"	200
"7804"	"D"	1.3501	"ALU"	5000
"7806"	"D"	1.3501	"QTM"	2347
"7813"	"D"	1.3515	"QTM"	1053
"7821"	"D"	1.3526	"QTM"	100
"7826"	"D"	1.3533	"ALU"	961
"7835"	"K"	1.355	"ALU"	168
"7850"	"D"	1.356	"QTM"	100
"7860"	"N"	1.358	"ALU"	7361
"7862"	"D"	1.3585	"ALU"	5000
"7864"	"D"	1.359	"ALU"	32600
"7872"	"D"	1.3599	"ALU"	7200
"7875"	"B"	1.36	"ALU"	100
"7876"	"D"	1.36	"ALU"	65366
"7877"	"J"	1.36	"ALU"	35100
"7878"	"X"	1.36	"ALU"	2900
"7879"	"Y"	1.36	"ALU"	35978
"7893"	"D"	1.36	"LEE"	5000
"7897"	"D"	1.36	"QTM"	1900
"7898"	"N"	1.36	"QTM"	400
"7899"	"P"	1.36	"QTM"	800
"7970"	"D"	1.3699	"LEI"	750
"7989"	"D"	1.37	"LEI"	750
"7990"	"K"	1.37	"QTM"	1100
"7991"	"P"	1.37	"QTM"	200
"7992"	"Q"	1.37	"QTM"	400
"8005"	"D"	1.37	"RVM"	100
"8240"	"D"	1.4	"PAL"	8700
"8289"	"D"	1.401	"PAL"	10000
"8356"	"B"	1.415	"PAL"	200
"8357"	"J"	1.415	"PAL"	200
"8358"	"K"	1.415	"PAL"	100
"8359"	"Y"	1.415	"PAL"	100
"8360"	"Z"	1.415	"PAL"	100
"8373"	"P"	1.42	"EVI"	200
"8376"	"A"	1.42	"PAL"	2700
"8377"	"B"	1.42	"PAL"	2000
"8378"	"D"	1.42	"PAL"	3600
"8379"	"J"	1.42	"PAL"	1800
"8380"	"K"	1.42	"PAL"	2200
"8381"	"P"	1.42	"PAL"	1200
"8382"	"X"	1.42	"PAL"	200
"8383"	"Y"	1.42	"PAL"	1799
"8384"	"Z"	1.42	"PAL"	550
"8408"	"D"	1.425	"PAL"	100
"8420"	"D"	1.429	"PAL"	400
"8422"	"D"	1.4299	"PAL"	300
"8426"	"B"	1.43	"PAL"	2000
"8427"	"D"	1.43	"PAL"	2900
"8428"	"J"	1.43	"PAL"	200
"8429"	"K"	1.43	"PAL"	400
"8430"	"P"	1.43	"PAL"	2700
"8431"	"Q"	1.43	"PAL"	400
"8432"	"X"	1.43	"PAL"	900
"8433"	"Z"	1.43	"PAL"	200
"8444"	"D"	1.4301	"PAL"	2000
"8446"	"D"	1.431	"PAL"	13000
"8449"	"D"	1.4333	"PAL"	150
"8450"	"Z"	1.435	"PAL"	100
"8456"	"A"	1.439	"PAL"	2000
"8457"	"D"	1.4399	"PAL"	2000
"8460"	"B"	1.44	"PAL"	400
"8461"	"D"	1.44	"PAL"	12400
"8462"	"K"	1.44	"PAL"	1700
"8463"	"P"	1.44	"PAL"	1500
"8464"	"X"	1.44	"PAL"	300
"8465"	"Z"	1.44	"PAL"	800
"8471"	"Z"	1.445	"PAL"	100
"8478"	"B"	1.45	"PAL"	900
"8479"	"K"	1.45	"PAL"	1200
"8483"	"D"	1.46	"NBY"	1800
"8493"	"A"	1.461	"NBY"	100
"8494"	"D"	1.461	"NBY"	100
"8495"	"D"	1.462	"NBY"	400
"8496"	"D"	1.4699	"NBY"	7700
"8497"	"D"	1.47	"NBY"	6600
"8498"	"K"	1.47	"NBY"	300
"8521"	"Z"	1.475	"PZG"	100
"8538"	"D"	1.4799	"PZG"	860
"8561"	"D"	1.48	"PZG"	2190
"8722"	"Q"	1.49	"RCG"	100
"8783"	"A"	1.5	"AUMN"	135
"8784"	"K"	1.5	"AUMN"	200
"8785"	"P"	1.5	"AUMN"	300
"8811"	"W"	1.5	"UEC"	100
"8812"	"X"	1.5	"UEC"	100
"8834"	"D"	1.51	"AUMN"	200
"8835"	"K"	1.51	"AUMN"	100
"8836"	"P"	1.51	"AUMN"	900
"8837"	"Q"	1.51	"AUMN"	400
"8838"	"Z"	1.51	"AUMN"	700
"8850"	"B"	1.51	"UEC"	100
"8851"	"Y"	1.51	"UEC"	100
"8858"	"D"	1.515	"AUMN"	200
"8867"	"A"	1.52	"AUMN"	399
"8868"	"P"	1.52	"AUMN"	2400
"8869"	"Q"	1.52	"AUMN"	1200
"8870"	"Y"	1.52	"AUMN"	300
