"","A","B","C","D","J","K","M","N","P","Q","W","X","Y","Z"
"RTL",0,0,0,2978,0,0,0,0,0,0,0,0,0,0
"RTM",0,0,100,21460,0,0,0,0,1370,0,0,0,0,0
"RTN",0,61253,700,203150,24664,37380,0,184616,49858,93670,8300,0,4998,33079
"RTR",0,0,0,850,0,0,0,0,0,0,0,0,0,0
"RUDR",0,0,0,300,0,0,0,0,0,0,0,0,0,0
"RUE",0,1900,100,23579,1900,11206,0,0,10400,21054,100,0,700,3600
"RUK",0,1700,0,10019,500,100,0,4824,1684,100,500,0,200,1300
"RUSHA",0,2200,300,38484,1200,5799,0,0,4200,9900,0,0,800,800
"RUSHB",0,0,0,0,0,0,0,0,0,100,0,0,0,0
"RUSL",0,0,100,11547,0,840,0,0,3300,0,0,0,0,200
"RUSS",0,0,537,11835,200,100,0,0,2000,100,0,0,0,100
"RUTH",0,2900,200,32852,1700,11248,0,0,8708,18967,300,0,1500,9600
"RVBD",3803,9702,1630,406542,18960,120709,0,0,104284,149498,1500,100,11700,67490
"RVLT",0,1400,1940,930243,5400,99908,0,0,39874,139936,200,0,1100,29998
"RVM",800,500,0,68081,300,300,0,0,1100,2523,3122,0,400,400
"RVP",0,0,0,3400,0,300,0,0,200,0,0,0,0,0
"RVSB",0,100,0,1900,0,0,0,0,400,3495,0,0,0,0
"RVT",0,1000,0,116035,900,900,0,12076,10800,10480,0,0,2100,1100
"RWC",100,0,0,6525,0,3330,0,0,4670,170,0,0,0,0
"RWJ",0,0,0,8107,0,100,0,0,5119,100,0,0,0,325
"RWK",0,0,100,14998,0,0,0,0,1257,0,0,0,0,0
"RWL",0,0,0,14814,0,200,0,0,7901,300,0,0,0,728
"RWM",0,13500,7060,354118,2876,34511,0,0,16087,29849,300,2100,11455,130644
"RWO",0,0,300,72316,500,6179,0,0,23448,6861,0,0,0,5008
"RWR",0,100,0,23112,400,800,0,0,9687,3417,100,0,0,1521
"RWT",0,6901,600,165386,4200,18814,0,50929,38983,29165,1700,600,1100,20400
"RWW",0,0,0,2100,0,250,0,0,200,0,0,0,0,0
"RWX",0,1000,0,137919,6158,1121,0,0,28067,16793,0,0,1000,9390
"RWXL",0,0,0,1300,0,0,0,0,0,0,0,0,0,0
"RXD",0,0,0,1150,0,0,0,0,0,0,0,0,0,0
"RXI",0,0,0,21293,0,100,0,0,1207,596,0,0,0,811
"RXL",0,0,0,7891,0,0,0,0,2544,0,0,0,0,100
"RXN",0,2400,0,45969,800,4596,0,9411,10744,3388,300,0,300,1400
"RY",0,9700,860,162487,8800,27375,0,43857,25000,40089,1900,200,3700,30728
"RYAAY",0,4200,0,39647,1700,3300,0,0,10600,24939,300,500,2200,4200
"RYE",0,0,0,2277,0,0,0,0,0,0,0,0,0,0
"RYF",0,0,0,6847,100,0,0,0,900,1500,0,0,400,0
"RYH",0,0,0,5562,0,100,0,0,1440,515,0,0,0,0
"RYJ",0,0,0,5554,0,100,0,0,0,0,0,0,0,0
"RYL",0,28924,800,240364,6488,73120,0,119624,41466,68474,6909,1000,5800,23424
"RYN",0,7400,100,148402,3249,9382,0,38721,26473,27843,1100,300,900,9100
"RYT",0,0,0,7562,0,0,0,0,0,0,0,0,0,0
"RYU",0,0,100,4333,0,0,0,0,300,1021,0,0,0,0
"RZA",0,0,0,3263,100,0,0,2049,995,0,0,0,200,200
"RZG",0,0,0,16250,0,0,0,0,1063,0,0,0,0,0
"RZV",0,0,0,768,0,100,0,0,1767,0,0,0,0,0
"S",0,1299122,41358,17040713,1002831,1008431,0,3167682,1885388,1324663,147863,198214,503414,2500896
"SA",0,6965,100,69915,300,19817,0,17572,10100,24640,400,800,1100,7529
"SAA",0,0,0,1885,0,0,0,0,0,500,0,0,100,0
"SAAS",0,5100,300,90020,6800,2400,0,0,8600,30602,600,300,1800,4572
"SAFM",0,1000,0,9522,800,1400,0,0,4000,4201,0,0,840,1100
"SAFT",0,0,0,3028,100,400,0,0,300,1000,100,0,0,300
"SAH",0,6900,100,110142,6100,45949,0,27408,54659,36757,1800,400,13239,11110
"SAI",0,61120,100,1065658,101511,125948,0,286887,88459,151442,20684,15000,26230,116424
"SAIA",0,1250,100,17669,400,2100,0,0,6309,7402,0,300,1100,1800
"SAL",0,0,0,2831,0,100,0,0,100,1448,0,0,0,100
"SALM",0,500,100,24141,650,3382,0,0,500,4500,0,0,200,1400
"SAM",0,3100,0,21156,1000,9500,0,10198,3100,1400,0,200,200,1700
"SAN",0,178708,500,2026590,103807,279390,0,514761,438401,192753,37659,46400,73825,174499
"SAND",13656,9000,1000,300419,4800,25162,0,0,35250,47743,700,100,5300,22585
"SANM",0,8405,1500,472915,27255,95707,0,0,71960,141507,1200,500,12360,73496
"SANW",0,100,0,49670,0,1568,0,0,11092,5105,0,0,700,5600
"SANWZ",0,0,0,1500,0,700,0,0,0,0,0,0,0,0
"SAP",0,18632,500,242929,11940,39344,0,65680,50735,41484,3300,2800,4807,26638
"SAPE",0,1400,600,50975,1600,10911,0,0,20612,24629,300,0,700,12461
"SAR",0,0,0,150,0,0,0,0,0,0,0,0,0,0
"SARA",370,0,0,7416,1600,3515,0,0,500,1400,0,0,0,200
"SASR",0,300,0,8210,0,300,0,0,5095,4796,0,0,497,900
"SATS",0,1300,0,17416,400,1500,0,0,10000,13648,500,0,1900,3491
"SAVE",0,3123,200,98924,7100,24002,0,0,28061,71109,500,0,2700,14700
"SB",0,797,0,94191,500,1254,0,6000,16071,1400,300,0,200,1300
"SBAC",0,3700,800,200600,10800,60005,0,0,38855,109277,1000,100,5100,23951
"SBB",0,0,0,4277,0,0,0,0,100,400,0,0,0,0
"SBCF",0,100,0,22957,0,500,0,0,500,1300,0,0,600,400
"SBGI",0,11235,0,253721,13126,34927,0,0,52176,120831,4400,300,10170,48157
"SBGL",0,2891,0,46652,2093,4500,0,7067,30342,11000,400,0,1200,7521
"SBH",0,8680,0,131502,6200,24509,0,79373,31120,37284,7800,1500,3800,13199
"SBI",1200,0,0,17820,0,5102,0,0,1218,1418,0,0,0,1018
"SBLK",0,0,0,4740,0,404,0,0,0,400,0,0,0,0
"SBM",0,0,0,5758,0,100,0,0,423,0,0,0,0,1450
"SBND",0,0,0,10350,302,2000,0,0,11000,5550,0,0,0,2400
"SBNY",0,32661,800,656133,20700,67930,0,0,75709,117834,500,100,15004,46588
"SBNYW",0,0,100,100,0,0,0,0,100,100,0,0,0,0
"SBR",0,100,0,6801,0,200,0,100,400,300,0,0,0,200
"SBRA",0,4600,0,41749,1602,11746,0,0,5976,15362,100,100,800,20173
"SBRAP",0,0,0,4877,0,400,0,0,691,800,0,0,0,100
"SBS",0,14844,0,150207,600,29387,0,90933,38523,34127,5400,300,2400,12092
"SBSA",0,0,0,1500,0,0,0,0,0,0,0,0,0,0
"SBSI",0,1000,400,26723,1000,3200,0,0,5700,13870,0,0,500,1100
"SBUX",0,24849,2400,1337441,65103,129949,0,0,320316,556493,2000,700,20951,278618
"SBW",0,100,0,11597,0,100,0,1642,425,1300,0,0,0,200
"SBY",0,3500,300,145243,1526,17099,0,29613,14591,8920,1000,0,2400,6900
"SCBT",0,1000,0,6509,500,1600,0,0,400,3175,0,0,1300,1600
"SCC",0,0,0,0,0,0,0,0,100,0,0,0,0,0
"SCCO",0,7346,1100,423400,15813,73709,0,83060,98681,87273,2505,300,6600,57040
"SCD",0,300,200,16261,100,3986,0,6216,1700,721,0,0,700,1000
"SCG",0,7437,200,101115,6849,17695,0,30206,24101,23530,2600,1100,4200,14936
"SCHA",0,0,100,67740,368,1000,0,0,12060,8123,0,0,100,9858
"SCHB",0,0,100,119801,700,4979,0,0,15815,36840,0,0,0,9497
"SCHC",0,0,0,10404,0,0,0,0,307,100,0,0,0,386
"SCHD",0,100,0,207973,18925,24750,0,0,30194,65815,0,0,0,21465
"SCHE",0,0,0,89311,0,300,0,0,1490,2924,0,0,0,700
"SCHF",0,0,0,87348,0,200,0,0,23528,1103,0,0,100,14226
"SCHG",0,0,0,26604,2848,4637,0,0,800,6809,0,0,0,4559
"SCHH",0,0,0,41302,400,300,0,0,7033,10393,0,0,0,6395
"SCHL",0,1500,100,23218,1400,5297,0,0,4218,16200,200,200,700,2300
"SCHM",0,0,0,51356,100,1224,0,0,5100,9992,0,0,0,3356
"SCHN",0,900,0,40938,2800,12985,0,0,23900,43098,1000,200,2100,8099
"SCHO",0,0,0,27025,0,0,0,0,100,0,0,0,0,0
"SCHP",0,0,0,14234,0,0,0,0,4724,1725,0,0,0,600
"SCHR",0,0,0,17542,0,0,0,0,6928,3100,0,0,0,1450
"SCHV",0,0,0,26452,1138,350,0,0,100,8737,0,0,0,6359
"SCHW",0,93860,2463,2349739,225051,240629,0,878082,260619,382263,202664,11900,103292,328082
"SCHX",0,0,0,98993,100,215,0,0,14714,5186,0,0,0,14994
"SCHZ",0,0,0,13949,0,0,0,0,895,0,0,0,0,800
"SCI",0,15352,600,153945,16689,14611,0,119023,19878,33494,3100,1100,3900,32606
"SCIF",0,1700,550,90988,17000,22292,0,0,60715,3800,200,0,1400,200
"SCIN",0,0,100,1750,500,0,0,0,400,0,0,0,0,0
"SCJ",0,0,0,9481,0,0,0,0,841,200,2832,0,0,0
"SCL",0,3900,0,10037,100,100,0,3588,1700,1500,100,200,100,900
"SCLN",0,500,0,46790,1000,10710,0,0,5500,5574,192,0,1600,2700
"SCM",0,800,0,27804,200,1550,0,7982,500,400,0,0,100,800
"SCMP",0,4895,0,470652,3855,103585,0,0,51435,92347,400,800,8472,24937
"SCO",0,600,0,168007,7144,34486,0,0,16915,38350,0,0,1830,24744
"SCOK",0,100,0,2078,0,115,0,0,0,0,0,0,0,0
"SCON",0,4900,31041,1431059,50074,388222,0,0,317568,226667,2500,100,2000,150055
"SCOR",0,1363,0,18990,200,500,0,0,1000,5026,0,0,0,1900
"SCPB",0,100,0,94872,300,7137,0,0,2595,1100,0,0,100,1600
"SCR",0,3800,100,21600,600,14100,0,3969,5900,200,0,0,200,300
"SCS",0,5300,700,44515,3000,8174,0,41743,26780,14500,1800,900,1900,15644
"SCSC",0,3500,0,121086,1100,2143,0,0,10800,8785,0,100,600,4200
"SCSS",0,20097,400,341541,13169,36653,0,0,72938,124866,1500,100,12021,52100
"SCT",0,0,0,1500,0,0,0,0,0,0,0,0,0,0
"SCTY",0,4300,3961,349865,4550,22027,0,0,23646,73846,300,300,2400,7400
"SCU",0,0,0,1500,0,356,0,4050,300,0,0,0,0,0
"SCVL",0,500,100,8815,0,1000,0,0,2100,7384,0,0,300,1518
"SCX",0,0,0,1174,0,0,0,300,0,0,0,0,0,0
"SCZ",0,600,343,48370,100,200,0,0,3899,663,200,0,0,100
"SD",0,65726,8900,1692244,49325,115642,0,124692,153982,124255,3900,7300,22199,66836
"SDD",0,0,0,5148,0,0,0,0,0,0,0,0,0,0
"SDIV",0,0,0,227431,700,3871,0,0,62882,6073,0,0,1100,14367
"SDK",0,0,0,1200,0,0,0,0,0,0,0,0,0,0
"SDLP",0,800,100,10965,100,100,0,400,900,1525,0,0,100,200
"SDOG",0,0,0,55485,400,1600,0,0,4150,3311,0,0,0,7373
"SDOW",0,2000,1300,133919,200,8657,0,0,9505,12125,0,200,100,4000
"SDP",0,0,0,2100,0,0,0,0,100,0,0,0,0,0
"SDR",0,1200,1000,231731,2300,8871,0,14800,7464,9500,500,200,200,3600
"SDRL",0,5900,3700,535690,28434,56684,0,53099,108230,123398,3900,1000,9100,108264
"SDS",0,122114,38011,3734092,564651,722375,0,0,572028,1534442,1900,58045,200665,1179888
"SDT",0,3100,200,57888,400,11016,0,7876,8755,12800,100,100,900,700
"SDY",0,2152,0,309182,1200,15560,0,0,16760,25196,300,2800,2300,12576
"SDYL",0,0,0,9900,0,3000,0,0,3200,17500,0,0,0,0
"SE",0,45652,600,633949,39423,111787,0,170005,125071,112662,22000,28200,15750,77257
"SEA",0,0,0,11889,0,0,0,0,11713,200,0,0,0,300
"SEAC",0,2300,100,14963,1100,5966,0,0,14848,28367,100,0,500,8729
"SEAS",0,31258,100,151397,54831,12339,0,80501,22715,82773,0,4700,46302,26518
"SEB",29,0,1,50,0,2,0,0,5,15,0,0,0,2
"SED",1800,0,0,675,0,745,0,0,2000,0,0,0,0,0
"SEE",0,21496,1000,544980,18203,31343,0,157171,64715,104055,4600,3800,4096,64500
"SEED",0,0,0,7500,0,0,0,0,1000,800,0,0,0,400
"SEF",0,0,0,6800,0,0,0,0,1000,0,0,0,500,636
"SEIC",0,3859,200,270087,7200,36495,0,0,35837,80574,2400,0,7972,45809
"SEM",0,7600,400,157520,6410,8273,0,53088,23372,41301,2400,2000,3200,28800
"SEMG",0,2500,100,20330,1064,5979,0,21112,22099,7579,700,100,200,2500
"SENEA",0,0,0,350,100,800,0,0,892,2089,0,0,0,100
"SEP",0,3696,0,33436,200,9595,0,11454,21259,7429,400,400,100,3122
"SEV",0,0,0,3726,0,2240,0,0,0,0,0,0,0,0
"SF",0,14601,200,69908,3100,5913,0,75288,16168,14055,2900,1900,2800,8962
"SFB",0,0,0,511,0,0,0,2790,2600,100,0,0,0,0
"SFD",0,9002,206,1355306,37187,69506,0,111546,58701,128378,6500,3200,2798,54886
"SFE",0,2200,0,7671,500,486,0,1500,1200,1100,0,0,200,1800
"SFG",0,9909,300,113615,2322,8943,0,36917,11600,13600,1500,900,800,10300
"SFI",0,7500,200,268175,14900,70366,0,70915,24535,51482,1700,1300,14200,23641
"SFK",0,0,0,200,0,0,0,0,0,0,0,0,0,0
"SFL",0,5800,400,205035,1900,8900,0,44670,27232,16829,1000,200,1900,8300
"SFLY",0,3423,100,71456,6726,22394,0,0,31308,44376,100,1300,1400,37739
"SFN",0,0,0,9170,200,200,0,6834,100,100,0,0,0,0
"SFNC",0,500,0,5843,0,100,0,0,1600,2700,0,0,200,1000
"SFUN",0,4999,100,64653,300,17320,0,16349,10100,23167,0,0,1374,8790
"SFY",0,5700,200,93077,9811,29337,0,78644,35899,46011,3600,1300,12100,9700
"SGA",0,0,0,500,0,0,0,0,0,100,0,0,0,100
"SGB",100,0,0,100,0,0,0,0,0,0,0,0,0,0
"SGC",0,0,0,400,0,500,0,0,100,1750,0,0,0,100
"SGEN",3700,24670,600,216582,24761,35885,0,0,46625,93730,4700,100,4400,65203
"SGF",0,0,0,4739,0,600,0,200,2144,150,0,0,0,0
"SGG",0,0,200,6104,200,300,0,0,1500,300,0,0,100,400
"SGI",0,2600,300,26229,2600,21355,0,0,7756,23900,400,0,1300,14199
"SGK",0,100,0,1000,0,100,0,1000,1233,0,0,0,0,0
"SGL",0,1968,0,29002,100,3800,0,4472,789,200,0,0,495,400
"SGMA",0,0,0,0,0,0,0,0,100,0,0,0,0,0
"SGMO",0,8196,1300,152952,4200,15000,0,0,24553,68408,200,0,390,13900
"SGMS",0,1000,500,71758,4900,11401,0,0,37964,32845,500,0,41700,18415
"SGNT",0,0,0,1200,100,0,0,0,100,300,0,0,0,100
"SGOC",0,0,500,26225,1200,4300,0,0,100,9200,0,0,0,0
"SGOL",0,0,0,27754,600,1740,0,0,52932,8900,0,0,100,2111
"SGU",0,0,0,35013,100,138,0,504,7202,900,0,0,3400,300
"SGY",0,19900,0,255214,14200,29762,0,136148,30273,34586,2800,2200,6690,19754
"SGYP",0,1900,1000,862305,18507,156627,0,0,87603,115969,3800,300,7800,71126
"SGYPW",0,0,0,2800,0,100,0,0,0,0,0,0,0,0
"SGZA",0,0,100,41610,200,8505,0,10522,2300,0,0,0,0,200
"SH",0,84952,0,1856000,18250,55208,0,0,65497,157386,0,30100,78185,131226
"SHBI",0,0,0,611,0,0,0,0,300,600,0,0,0,0
"SHEN",0,1900,0,42261,500,1900,0,0,2400,2271,100,0,700,2280
"SHFL",0,1600,100,37849,2390,17015,0,0,7200,20432,600,0,2400,4000
"SHG",0,11800,0,20517,2200,4400,0,17726,11068,12800,200,700,800,9100
"SHI",0,0,0,725,0,100,0,1594,597,509,0,0,0,0
"SHIP",0,0,0,5420,0,300,0,0,0,0,0,0,0,0
"SHLD",0,3400,500,130976,3883,26330,0,0,46024,45690,600,100,9559,13176
"SHLM",0,900,0,35329,1200,19681,0,0,4100,16729,100,0,900,4527
"SHLO",0,0,0,600,0,0,0,0,0,0,0,0,0,0
"SHM",0,100,0,147983,400,8600,0,0,16502,2250,0,0,100,20903
"SHN",0,0,0,0,0,0,0,0,2460,0,0,0,0,0
"SHO",0,22314,1700,115458,26757,30100,0,106953,49134,29020,11300,600,10850,43028
"SHOO",0,7100,200,134216,5200,18956,0,0,27300,30707,1000,200,900,14178
"SHOR",0,2500,600,121163,2500,3271,0,0,7300,22582,0,0,1100,11950
"SHOS",0,300,0,9100,0,0,0,0,2000,5075,0,0,700,1000
"SHPG",0,7200,300,185243,3400,7000,0,0,36337,42539,400,0,3400,8740
"SHV",0,8300,0,25483,7422,0,0,0,23550,300,0,0,9340,5500
"SHW",0,24900,1600,263347,12756,33005,0,44296,49408,43110,3100,400,8699,36861
"SHY",0,3401,0,268984,430,47859,0,0,24389,3000,1202,0,1460,46053
"SI",0,3800,0,57867,2500,8036,0,20748,27986,25086,1400,300,4000,4825
"SIAL",0,15780,300,255215,7032,14185,0,0,40561,59302,600,0,5300,30831
"SID",0,138478,759,811938,78913,97867,0,544991,182029,109846,9400,15400,32831,176636
"SIF",338,100,0,270,100,0,0,0,0,389,0,0,100,0
"SIFI",0,0,0,2092,0,0,0,0,300,911,0,0,0,400
"SIFY",300,0,400,162633,400,30805,0,0,7600,11312,0,0,300,2300
"SIG",0,15200,300,246577,8526,29341,0,45955,75951,98115,2000,700,7600,19586
"SIGA",0,142,200,169495,800,20245,0,0,11100,17501,0,0,1500,8698
"SIGI",0,600,0,30426,8100,1300,0,0,4300,11201,100,0,1400,9838
"SIGM",0,1100,0,86122,900,6500,0,0,3100,14176,200,100,2000,8477
"SIJ",0,0,0,0,0,100,0,0,200,0,0,0,0,0
"SIL",0,0,0,55473,500,400,0,0,15651,6805,0,0,0,2101
"SILC",0,400,0,32517,0,2400,0,0,3150,6900,0,0,300,2922
"SILJ",0,0,0,510,0,0,0,0,1700,0,0,0,0,0
"SIM",6733,0,0,1900,0,323,0,0,300,0,0,0,105,0
"SIMG",0,4354,100,329646,6254,5385,0,0,11463,55245,600,200,2849,35490
"SIMO",0,46600,0,106107,2894,35805,0,0,17446,15677,0,0,1700,13038
"SINA",0,43348,2830,363891,12945,193127,0,0,48970,124635,800,200,2000,47421
"SINF",0,0,0,0,0,0,0,0,5100,0,0,0,0,0
"SINO",0,0,100,6798,0,0,0,0,100,3790,0,0,0,0
"SIR",0,3300,100,30072,600,3904,0,22444,6149,2700,400,200,600,3500
"SIRI",410580,533119,103888,8834014,819226,585015,500,0,1511623,1425065,37700,193300,351981,740814
"SIRO",0,2000,200,23933,500,5268,0,0,4000,16104,0,100,500,3997
"SIVB",0,3200,0,25125,2251,7028,0,0,11379,10600,100,0,3700,10900
"SIVBO",0,0,0,650,0,0,0,0,0,0,0,0,0,0
"SIVR",0,0,250,60327,461,700,0,0,23719,35300,0,0,21400,31100
"SIX",0,11631,0,245733,3300,23581,0,48754,32555,26700,1200,1500,7615,16875
"SIZE",0,0,0,200,0,0,0,0,0,0,0,0,0,0
"SJB",0,0,0,8130,200,600,0,0,5813,513,0,0,300,600
"SJF",0,0,0,656,0,0,0,0,0,0,0,0,0,0
"SJI",0,3500,100,41415,500,1573,0,9100,8721,5300,300,500,1900,5900
"SJM",0,10717,0,105639,5210,12557,0,31527,57263,13973,900,400,4200,8050
"SJNK",0,2576,0,282602,6371,6689,0,0,93831,2900,0,0,2100,14579
"SJR",0,16600,100,25458,1184,16118,0,43059,6195,13020,1500,1600,1200,8400
"SJT",0,3200,900,63727,1274,13343,0,20574,15800,4300,200,0,1000,5300
"SJW",0,700,0,8970,100,600,0,3359,1775,700,0,0,100,900
"SKBI",0,0,0,400,0,0,0,0,0,0,0,0,0,0
"SKF",0,900,200,88619,900,6400,0,0,6397,11790,0,2100,200,12196
"SKH",0,600,300,75795,2093,29100,0,60024,62141,10581,1900,200,2100,5200
"SKK",0,0,0,2117,0,0,0,0,0,0,0,0,0,400
"SKM",0,20531,300,248405,12383,34565,0,62251,32790,21800,3300,4800,6600,35355
"SKS",0,18200,400,295621,33291,44285,0,197192,51585,82940,6600,5500,9061,88721
"SKT",0,22100,200,353665,3986,8441,0,36497,23761,17280,3300,1200,11119,24700
"SKUL",0,1600,0,79082,1101,6241,0,0,3500,15829,800,100,600,9604
"SKX",0,25200,100,186945,20875,41704,0,69008,70572,42607,800,1000,900,20787
"SKY",0,0,0,9500,0,1300,0,0,0,0,0,0,0,0
"SKYW",0,3200,0,65128,3300,13965,0,0,18400,44241,700,0,1000,8000
"SKYY",0,0,0,13819,0,100,0,0,100,745,0,0,0,100
"SLA",0,100,0,11225,0,400,0,2670,800,2276,0,0,0,0
"SLAB",0,5400,500,74116,2429,17851,0,0,20398,29214,1000,0,5900,17367
"SLB",0,153268,2800,1282836,72957,180639,0,364997,198907,243178,9300,14300,25045,259593
"SLCA",0,5000,100,261710,9866,191608,0,20650,37266,42693,1400,100,700,13243
"SLF",0,11425,1100,44560,2400,6760,0,39744,10544,19554,800,2000,2021,23954
"SLG",0,31690,0,164057,7780,11871,0,56091,47398,25942,2500,1000,8000,19006
"SLGN",0,6849,100,48165,3200,16609,0,0,13918,36971,600,300,2844,22575
"SLH",0,3200,200,35415,900,3845,0,14458,22807,7400,100,100,100,5700
"SLI",0,0,0,1400,0,0,0,0,0,201,0,0,0,0
"SLM",9425,34227,300,775284,135889,178960,0,0,341610,458216,12900,2800,36461,272978
"SLMAP",0,0,0,1108,0,0,0,0,0,0,0,0,0,0
"SLMBP",0,0,0,325,0,0,0,0,0,0,0,0,0,0
"SLP",0,0,0,19507,0,500,0,0,0,400,0,0,0,0
"SLRA",0,0,0,22356,353,403,0,3000,0,0,0,0,0,0
"SLRC",0,2500,400,74431,3505,12972,0,0,8180,30489,1300,100,700,7200
"SLTC",0,0,0,100,0,0,0,0,0,0,0,0,0,0
"SLTM",0,200,0,28518,1100,600,0,0,1900,3624,300,0,200,1600
"SLV",0,241778,8470,3512759,261624,517899,300,0,469696,725456,7919,41800,159227,566408
"SLVO",0,0,0,0,0,100,0,0,0,2000,0,0,0,0
"SLVP",0,0,0,2733,0,0,0,0,3260,0,0,0,0,0
"SLW",0,60003,6170,1594520,49535,154008,0,218342,219338,256323,21306,39000,15800,187029
"SLX",0,600,0,235425,1519,4616,0,0,24092,15417,0,0,200,9187
"SLXP",0,7300,500,105455,8795,14173,0,0,41620,30262,0,200,2100,11960
"SLY",0,0,0,9243,0,0,0,0,1200,600,0,0,0,1060
"SLYG",0,0,0,1910,0,300,0,0,0,0,0,0,0,0
"SLYV",0,300,0,1145,0,150,0,0,919,0,0,0,0,0
"SM",0,35554,2000,114729,10200,62056,0,86841,57671,49702,8600,2697,12806,28157
"SMA",0,1100,0,54549,500,1000,0,12752,5074,4604,300,0,1100,5000
"SMB",0,900,0,25399,600,0,0,0,0,100,100,0,700,0
"SMBC",0,0,0,700,0,0,0,0,0,0,0,0,0,0
"SMCI",0,900,100,33341,600,15997,0,0,7393,16607,200,0,5666,3904
"SMDD",0,0,0,7993,0,0,0,0,1400,0,0,0,0,700
"SMED",0,0,0,3245,0,0,0,0,0,0,0,0,0,0
"SMF",0,200,0,22312,100,1650,0,3100,1100,0,0,0,400,100
"SMFG",0,36622,575,813318,56414,70862,0,226218,99700,51051,2400,1200,19868,124699
"SMG",0,7300,0,95969,4476,5100,0,24744,5400,7959,1600,700,3977,9406
"SMH",0,19667,2200,504898,51235,131232,0,0,177759,235040,200,12800,6000,264795
"SMI",0,300,0,15762,900,0,0,2800,3513,200,100,0,700,1166
"SMIN",0,0,0,113,0,0,0,0,0,0,0,0,0,0
"SMIT",0,0,0,965,0,0,0,0,0,0,0,0,0,0
"SMK",0,0,0,0,0,0,0,0,0,100,0,0,0,0
"SMLP",0,200,0,76037,100,200,0,2100,1300,1600,0,0,100,1200
"SMLV",0,0,0,0,0,0,0,0,0,2200,0,0,0,0
"SMM",0,900,0,20677,0,6709,0,900,1650,0,0,0,400,100
"SMMF",0,0,0,3873,0,0,0,0,0,0,0,0,0,0
"SMMU",0,0,0,2961,0,500,0,0,300,100,0,0,0,0
"SMN",0,100,0,28371,100,100,0,0,2100,4944,0,0,200,2700
"SMP",0,1100,0,24010,599,3200,0,39571,5125,6797,600,200,0,2300
"SMRT",0,0,0,8836,600,100,0,0,1100,9539,200,0,400,300
"SMS",0,200,0,7776,100,2800,0,7803,6300,2500,200,0,100,5988
"SMSI",0,4050,0,11542,100,700,0,0,500,800,0,0,700,2100
"SMT",0,4100,0,29672,1900,800,0,0,300,4500,0,0,1600,400
"SMTC",0,7600,100,38880,6600,20413,0,0,18260,35863,700,400,3200,7805
"SMTX",0,0,0,300,0,0,0,0,0,100,0,0,0,100
"SN",0,3588,0,353489,1600,24279,0,64132,28699,23122,1900,900,1000,13442
"SNA",0,5400,200,112043,3000,19373,0,12691,19066,10191,300,0,5253,4606
"SNAK",0,400,100,19149,0,4354,0,0,0,1900,0,0,100,300
"SNBC",0,500,0,4500,900,0,0,0,1000,5600,0,0,700,500
"SNCR",0,800,0,50370,1500,8002,0,0,18800,22800,0,400,1100,4945
"SNDK",0,31651,1800,967428,52616,204911,0,0,197773,291330,5300,2600,18200,171722
"SNE",0,20589,400,293399,21511,46672,0,173586,107838,49178,3844,10693,18800,49600
"SNFCA",0,600,200,84217,1300,13416,0,0,6000,35140,0,0,1400,3100
"SNH",0,21199,511,338206,29675,52859,0,103489,42249,62317,3100,7100,3200,50296
"SNHN",0,0,0,36529,0,200,0,1199,13223,0,0,0,185,0
"SNHY",0,700,0,5532,200,1900,0,0,1200,2500,0,0,100,200
"SNI",0,9968,200,184366,2800,45159,0,32749,49233,59930,200,1100,1200,20117
"SNLN",0,0,0,10106,1100,900,0,0,5700,1400,0,0,0,300
"SNMX",0,0,0,9150,0,100,0,0,405,1100,0,0,0,500
"SNN",0,1800,0,77566,1400,600,0,4800,2467,1000,100,100,500,2807
"SNP",0,300,0,16529,200,2100,0,5824,10000,5088,0,800,200,4650
"SNPS",0,9369,700,88090,5344,43520,0,0,53112,73333,3100,400,700,28128
"SNSS",0,1400,200,52689,1300,9521,0,0,7395,19820,100,100,100,7200
"SNTA",0,2600,500,204091,16299,32820,0,0,20935,74632,300,600,6900,28593
"SNTS",0,2900,100,265706,7190,86161,0,0,36614,68382,600,700,5300,30459
"SNV",0,488885,39589,7956206,497996,672574,0,1668476,1669279,1542056,12693,50300,330648,818499
"SNX",0,3000,0,43117,1000,10749,0,20559,5200,7466,600,300,1900,4300
"SNY",0,21963,400,447369,11956,32239,0,61853,99318,48474,200,10800,13870,58053
"SO",0,39589,2365,711812,33180,75613,0,175227,78199,111226,4400,5900,21861,191787
"SOCB",0,0,0,1518,0,0,0,0,0,500,0,0,0,0
"SOCL",0,0,0,275,0,0,0,0,0,0,0,0,0,0
"SODA",0,8215,1400,176720,2300,25770,0,0,16285,46525,300,0,13900,13050
"SOFO",0,0,0,900,0,0,0,0,0,0,0,0,0,0
"SOHO",0,0,0,800,0,137,0,0,0,0,0,0,0,0
"SOHU",0,8100,100,91400,4500,20612,0,0,45023,40264,900,200,3600,16176
"SOIL",0,0,0,1088,0,0,0,0,2000,0,0,0,0,0
"SOL",0,3900,100,436333,5500,101910,0,42800,38900,5200,300,800,4200,19954
"SON",0,20443,300,116373,5700,14100,0,48079,33088,36595,3200,3400,9014,19493
"SONA",0,0,0,3606,0,200,0,0,100,2800,0,0,0,0
"SONC",0,5300,600,49077,4600,9700,0,0,13300,41116,2300,400,9100,26171
"SONS",700,20894,0,272150,14478,25994,0,0,159198,83999,1200,7000,14496,111015
