;A;B;C;D;J;K;M;N;P;Q;W;X;Y;Z
FONR;0;100;0;500;0;300;0;0;0;0;0;0;0;0
FOR;0;370;0;54771;800;500;0;1999;895;1400;0;0;100;480
FORD;0;600;0;13324;0;500;0;0;0;6551;0;0;0;0
FORM;0;696;0;7400;800;400;0;0;500;2652;100;0;300;2100
FORR;0;100;0;900;200;0;0;0;2900;300;0;0;300;1300
FORX;0;0;0;214;0;0;0;0;0;0;0;0;0;0
FOSL;0;300;0;11900;800;3096;0;0;2600;4564;200;0;1500;600
FPO;0;1000;0;800;100;200;0;2340;1100;200;0;0;0;400
FPT;0;0;0;0;0;0;0;1398;0;0;0;0;0;0
FR;0;7232;0;22600;3031;3151;0;33382;3574;3625;0;0;1600;4011
FRA;0;200;0;14400;0;0;0;15095;2100;100;300;0;0;100
FRAK;0;0;0;0;0;0;0;0;200;0;0;0;0;0
FRAN;0;600;0;8230;400;1300;0;0;200;7225;0;0;0;808
FRBK;0;0;0;100;0;0;0;0;0;0;0;0;0;0
FRC;0;6115;0;16958;2010;700;0;7379;2800;5979;800;1300;1800;6606
FRD;0;0;0;100;0;0;0;0;100;0;0;0;0;0
FRED;0;300;0;3100;200;200;0;0;0;1454;0;0;0;521
FREE;0;300;0;1700;0;400;0;0;0;0;0;0;0;0
FRF;0;0;0;220;0;0;0;200;0;0;0;0;0;0
FRGI;0;0;0;2015;100;100;0;0;0;1652;0;0;0;200
FRI;0;0;0;1249;0;1277;0;0;100;0;0;0;0;0
FRM;0;100;0;700;0;0;0;1861;2162;100;100;0;0;0
FRME;0;100;0;800;0;4200;0;0;600;1500;0;0;0;722
FRN;0;0;0;209;0;0;0;0;0;0;0;0;0;0
FRNK;0;0;0;100;100;0;0;0;900;100;0;0;0;100
FRO;0;4173;0;10785;2100;600;0;3264;1300;2495;100;300;500;1000
FRP;0;100;100;900;200;100;0;0;1300;500;0;0;200;400
FRT;0;723;100;2844;100;1200;0;4904;466;300;100;0;100;400
FRX;0;5308;491;26190;1700;2656;0;14159;2300;11482;700;400;1200;3500
FSC;0;4700;0;34593;8332;2092;0;0;3099;3386;300;0;1708;3821
FSCE;0;0;0;430;0;0;0;591;0;0;0;0;0;0
FSD;0;0;0;5681;0;400;0;0;0;0;0;0;0;0
FSI;200;0;0;300;0;0;0;0;0;0;0;0;0;900
FSL;0;8743;200;39700;7275;5300;0;40425;5000;11268;4493;600;5793;6769
FSLR;0;700;0;71680;3700;14667;0;0;9861;42608;3400;0;1050;5800
FSM;0;0;0;5835;0;0;0;100;220;600;0;0;0;0
FSP;1268;400;0;6380;200;8600;0;0;3747;1200;100;0;200;300
FSRV;0;100;0;300;300;0;0;0;300;1200;0;0;0;700
FSS;0;130;0;3239;200;1234;0;4908;992;936;100;0;100;400
FST;0;11046;0;141901;24269;4000;0;27133;5090;5337;9886;0;414;9297
FSTR;0;100;0;300;0;100;0;0;0;700;0;0;0;300
FSYS;0;0;0;4826;300;300;0;0;300;7400;0;300;200;500
FT;0;100;0;340;0;0;0;100;0;0;0;0;0;300
FTA;0;0;0;1005;0;237;0;0;0;0;0;0;0;0
FTEK;0;0;0;900;100;0;0;0;0;0;0;0;0;0
FTF;0;0;0;5583;0;100;0;0;100;0;0;0;0;0
FTI;0;21702;100;44290;2300;3700;0;31991;20767;9931;500;0;2000;3100
FTK;0;4230;132;7900;500;1000;0;6005;4187;3004;100;0;1700;1955
FTNT;0;9210;100;36852;8534;8350;0;0;6500;12900;1000;0;7200;7026
FTR;0;62356;0;229893;50716;5182;0;0;21578;16713;200;0;17047;23793
FTT;0;0;0;0;0;0;0;112;0;0;0;0;0;0
FU;0;0;0;0;0;0;0;0;0;400;0;0;0;0
FUBC;0;0;0;600;0;0;0;0;0;400;0;0;0;100
FUL;0;0;0;2947;100;200;0;3744;1970;900;0;0;100;500
FULL;0;0;0;5550;0;0;0;0;0;0;0;0;0;0
FULT;0;2850;0;16100;2100;800;0;0;1400;1800;1800;100;1800;5106
FUN;0;100;0;1130;100;0;0;800;254;100;0;0;0;400
FUND;0;0;0;100;0;0;0;0;0;0;0;0;0;0
FUR;0;100;100;1396;200;100;0;2320;769;1100;0;0;0;300
FURX;0;0;0;200;0;100;0;0;100;0;0;0;0;0
FVD;0;0;0;6012;100;0;0;0;0;0;0;0;0;1500
FVE;0;1900;0;6000;700;1893;0;4491;2255;4400;1100;0;100;1400
FWLT;0;4100;100;22769;3200;2069;0;0;2865;5577;1720;200;2300;6340
FWM;0;900;0;6611;0;100;0;0;1200;500;0;0;0;400
FWRD;0;100;0;1600;0;100;0;0;500;2566;0;0;0;500
FXA;0;0;0;975;0;0;0;0;705;100;0;0;0;0
FXB;0;0;0;0;0;0;0;0;0;100;0;0;0;0
FXC;0;0;0;200;0;0;0;0;200;700;0;0;0;0
FXCB;0;0;0;100;0;0;0;0;100;305;0;0;0;0
FXCM;0;0;0;1100;0;300;0;1607;200;400;300;0;0;100
FXD;0;0;0;1300;0;473;0;0;0;299;0;0;0;1000
FXE;0;0;0;300;0;1400;0;0;1500;2205;200;0;0;4721
FXEN;0;1000;0;25265;2000;100;0;0;1300;6911;400;0;600;2890
FXF;0;0;0;200;0;0;0;0;200;289;0;0;0;100
FXG;0;0;0;3881;0;0;0;0;1257;200;0;0;0;200
FXH;0;0;0;930;2041;0;0;0;300;300;0;0;0;300
FXI;0;24350;0;189029;21001;24499;0;0;145137;43280;300;400;8691;114677
FXL;0;0;0;0;0;0;0;0;200;200;0;0;0;0
FXN;0;0;0;200;0;0;0;0;0;0;0;0;0;3106
FXO;0;0;0;375;0;0;0;0;900;0;0;0;0;300
FXP;0;200;0;4135;500;600;0;0;770;500;0;0;100;500
FXR;0;0;0;479;211;0;0;0;400;0;0;0;0;100
FXS;0;0;0;100;0;0;0;0;0;0;0;0;0;100
FXU;0;0;0;220;0;0;0;0;343;0;0;0;0;3712
FXY;0;0;0;1900;100;200;0;0;3787;651;0;0;0;1554
FXZ;0;0;0;415;0;0;0;0;700;1938;0;0;0;0
FYT;0;0;0;264;0;0;0;0;0;0;0;0;0;0
FYX;0;0;0;0;0;0;0;0;900;0;0;0;0;0
G;0;3880;0;13700;1000;1300;0;13752;2082;5909;100;400;2700;6300
GA;0;9945;100;56612;2863;2214;0;22642;9723;1818;400;0;4504;4119
GAB;0;100;0;4900;300;900;0;4579;0;4500;0;0;0;0
GABC;0;0;0;600;0;0;0;0;0;200;0;0;0;0
GAI;0;0;0;100;0;0;0;0;0;0;0;0;0;0
GAIN;0;200;0;2673;300;1802;0;0;200;1010;0;0;200;300
GALE;0;3900;0;71065;9814;12205;0;0;1700;11364;300;0;600;2283
GALT;0;0;0;3100;0;100;0;0;400;576;0;0;0;700
GAM;0;0;0;591;0;0;0;0;600;0;0;0;0;0
GAME;0;0;0;1600;100;0;0;0;100;600;0;0;500;100
GARS;0;0;0;0;0;0;0;0;0;1677;0;0;0;0
GAS;0;800;0;4946;100;683;0;3800;15207;1100;0;0;0;905
GASL;0;0;0;1935;100;0;0;0;1399;0;0;0;0;0
GASS;0;200;0;4033;200;500;0;0;500;1100;100;0;200;900
GASX;0;0;0;900;0;0;0;0;0;0;0;0;0;0
GAZ;0;0;0;1200;0;0;0;0;0;1086;0;0;0;0
GB;0;400;0;900;0;0;0;2300;300;100;0;0;0;400
GBAB;0;100;0;2200;0;100;0;1772;1000;0;0;0;0;0
GBCI;0;1300;100;3920;700;2200;0;0;1300;3174;500;0;200;800
GBDC;0;1900;100;14530;600;3400;0;0;680;5126;0;0;400;850
GBL;0;0;0;110;0;200;0;0;200;0;0;0;0;0
GBLI;0;0;0;400;0;0;0;0;0;651;0;0;0;0
GBNK;0;0;0;700;0;100;0;0;314;654;0;0;0;0
GBX;0;906;0;2700;200;700;0;2668;300;700;1400;0;100;716
GCA;0;4100;0;38427;6284;2000;0;7231;900;2367;200;300;767;3800
GCAP;0;0;0;100;0;100;0;0;700;0;0;0;0;0
GCC;0;0;0;100;0;0;0;0;600;0;0;0;100;217
GCI;0;21399;100;226160;15083;7825;0;156165;15295;20825;6181;1800;6100;28114
GCO;0;1036;0;2500;300;400;0;1328;503;500;0;0;100;846
GCOM;0;300;0;2600;200;100;0;0;0;1000;0;0;0;400
GCV;0;0;0;1200;0;0;0;100;0;0;0;0;0;0
GCVRZ;0;0;0;100;400;1114;0;0;0;0;0;0;0;100
GD;0;4430;400;42966;1700;2400;0;35375;10002;9468;900;1000;2100;12279
GDF;0;190;0;513;0;0;0;100;0;0;0;0;0;0
GDL;0;0;0;100;0;100;0;191;0;0;0;0;0;0
GDO;0;0;0;1825;0;263;0;777;0;0;0;0;0;0
GDOT;0;700;0;3800;500;100;0;2458;400;261;1200;0;100;795
GDP;0;8321;700;4610;1400;5046;0;6102;2309;3003;2400;300;400;2800
GDV;0;200;0;4915;0;0;0;1365;0;925;100;0;0;0
GDX;0;37884;0;189858;56872;31033;0;0;145044;76168;2400;2200;14066;77239
GDXJ;0;1900;900;134605;4976;1170;0;0;3323;1400;0;1000;4646;6677
GE;0;305925;200;1382045;169738;114793;0;508515;84952;106678;39849;10000;46418;258866
GEB;0;0;0;800;0;0;0;200;0;0;0;0;0;0
GEF;0;400;0;1824;0;100;0;1976;500;800;0;100;100;100
GEH;0;100;0;306;0;0;0;1762;0;0;0;0;0;0
GEL;0;300;0;7518;0;200;0;2337;604;0;200;0;0;886
GENC;0;0;0;100;0;0;0;0;0;500;0;0;0;0
GENE;0;0;0;300;0;0;0;0;0;300;0;0;0;0
GENT;0;0;0;500;0;0;0;0;800;0;0;0;0;0
GEO;0;1300;0;11073;915;300;0;9389;700;700;200;300;300;1013
GEOS;0;100;0;2100;0;400;0;0;300;700;0;0;0;500
GEQ;0;0;0;2900;0;0;0;808;0;2000;0;0;100;100
GERN;0;0;0;18300;1670;0;0;0;2600;6370;0;0;800;1300
GES;0;3266;100;13865;900;900;0;9723;3471;1400;4000;0;2174;1905
GEVA;0;100;0;1100;0;100;0;0;100;500;0;140;0;200
GEVO;0;1500;0;39438;2500;1151;0;0;3988;7632;600;0;1900;700
GFA;0;8703;0;15222;1846;5856;0;6986;5400;200;100;100;1400;5600
GFF;0;960;0;3900;600;0;0;2557;1784;314;0;0;100;600
GFI;0;117910;0;125671;19868;9764;0;35791;20700;17579;3900;900;2800;34490
GFIG;0;100;0;6500;700;100;0;2992;311;500;200;0;200;0
GFY;0;0;0;200;0;0;0;0;100;0;0;0;0;0
GG;0;22000;100;102254;8503;9821;0;36227;5760;12052;5942;2500;6700;21798
GGAL;0;0;0;1898;0;100;0;0;100;1098;0;0;0;0
GGB;0;8197;0;50408;7557;4300;0;26444;14300;11147;1100;200;3000;8311
GGE;0;0;0;200;0;886;0;0;0;0;0;0;0;0
GGG;0;2516;0;4189;100;200;0;8761;300;2900;300;500;200;1700
GGGG;0;0;0;100;0;100;0;0;416;0;0;0;0;0
GGN;100;600;0;17636;100;0;0;0;2300;0;100;0;400;300
GGP;0;30689;0;152553;16211;5000;0;91757;13687;8662;34766;2400;8142;24997
GGS;0;500;0;2500;600;100;0;500;300;100;100;0;700;200
GGT;0;0;0;3900;0;160;0;0;0;0;0;0;0;0
GHDX;0;300;0;1300;300;300;0;0;600;1160;0;0;0;300
GHI;0;0;0;141;0;0;0;0;0;0;0;0;0;0
GHL;0;1345;0;2500;200;300;0;2803;1169;2400;0;0;100;690
GHM;100;0;0;600;0;0;0;0;100;100;0;0;0;0
GHY;0;100;0;600;100;609;0;2140;0;100;0;0;100;0
GHYG;0;0;0;0;0;0;0;0;0;0;0;0;0;2634
GIB;0;800;0;1700;900;100;0;2507;903;6100;300;0;600;2700
GIFI;0;300;0;700;100;200;0;0;200;1200;0;0;0;400
GIG;0;0;0;0;0;180;0;0;0;0;0;0;0;0
GIGA;0;0;0;0;0;0;0;0;100;0;0;0;0;0
GIGM;0;0;0;0;0;0;0;0;0;0;0;0;0;100
GIII;0;300;0;29227;0;0;0;0;100;1698;0;0;0;400
GIL;0;919;0;12126;550;1000;0;1000;1600;700;126;0;300;300
GILD;0;7500;300;149246;17070;16244;0;0;17131;65959;400;1200;22233;43074
GILT;0;0;0;300;0;0;0;0;2771;0;0;0;0;0
GIM;0;600;0;7078;0;0;0;1649;0;300;100;0;0;300
GIS;0;5800;400;91195;5287;5392;0;23488;7799;7246;3800;1000;700;9257
GIVE;0;0;0;0;0;0;0;0;453;0;0;0;0;0
GIVN;0;300;0;0;0;0;0;0;0;100;0;0;0;200
GJH;0;0;0;0;0;0;0;100;0;0;0;0;0;0
GJO;0;0;0;800;0;0;0;0;0;0;0;0;0;0
GK;0;300;0;600;200;100;0;0;100;3153;0;0;200;100
GKM;0;0;0;1600;0;0;0;2400;0;0;0;0;0;0
GKNT;0;0;0;100;0;100;0;0;100;200;0;0;0;0
GLAD;0;200;0;1000;0;300;0;0;300;663;0;0;0;200
GLADP;0;0;0;135;0;0;0;0;0;0;0;0;0;0
GLCH;0;0;0;3452;0;0;0;0;0;0;0;0;100;0
GLD;0;8026;0;77715;10564;18796;0;0;25690;23287;1200;925;5410;12605
GLDD;0;3700;0;4200;1472;300;0;0;4962;2000;300;0;800;1900
GLDX;0;0;0;500;0;0;0;0;0;0;0;0;0;0
GLF;0;500;0;2400;100;400;0;2126;613;600;100;0;500;100
GLL;0;0;0;1900;0;300;0;0;900;600;0;0;0;0
GLNG;0;600;100;5490;200;200;0;0;1600;1800;0;0;100;500
GLO;250;135;0;1555;0;100;0;0;1200;100;0;0;0;0
GLOG;0;300;0;3653;100;1300;0;1808;100;600;0;0;0;100
GLOW;0;0;0;0;100;0;0;0;0;0;0;0;0;0
GLP;0;100;0;1020;0;0;0;100;100;100;0;0;0;100
GLPW;0;0;0;1100;0;3600;0;0;200;956;0;0;0;400
GLQ;500;0;0;1600;0;0;0;0;156;0;0;0;0;100
GLRE;0;600;0;800;300;500;0;0;300;618;100;0;0;320
GLT;0;0;0;3026;200;700;0;3955;800;1500;200;0;100;300
GLTR;0;0;0;364;0;0;0;0;0;0;0;0;0;560
GLU;0;0;0;1900;0;0;0;0;200;0;0;0;0;0
GLUU;0;2600;0;102975;5900;14174;0;0;6400;15839;0;200;3400;8552
GLV;0;0;0;300;0;0;0;0;0;0;0;0;0;0
GLW;0;120184;0;186515;38485;10285;0;152747;50280;37882;5861;4800;10621;124131
GM;0;45389;100;229741;12748;19266;0;102467;20207;22114;1636;300;1413;15820
GMA;0;0;0;1000;0;0;0;700;0;0;0;0;0;0
GMAN;0;200;0;3500;0;0;0;0;0;2337;0;0;0;200
GMCR;0;1000;200;22776;1600;5444;0;0;5300;23697;400;0;200;1600
GME;0;1800;0;285236;2363;2026;0;12762;2690;5097;400;500;1200;9090
GMED;0;321;0;12200;0;400;0;2270;700;400;0;0;100;300
GMF;0;0;0;2175;300;438;0;0;2000;1900;0;0;0;2943
GMFS;0;0;0;150;0;0;0;0;0;0;0;0;0;0
GMK;0;100;0;100;0;0;0;100;0;0;0;0;0;0
GML;0;0;0;1813;0;0;0;0;0;0;0;0;0;0
GMLP;0;0;0;400;0;0;0;0;100;100;0;0;0;0
GMO;711;900;0;10721;700;100;0;0;1900;2211;100;0;600;0
GMT;0;400;0;3600;100;1629;0;8798;1950;200;0;0;300;1200
GNC;0;4166;300;35878;3487;6000;0;31298;6800;4800;800;1100;1500;5300
GNCMA;0;700;0;1200;0;1300;0;0;600;4817;0;0;0;3116
GNE;0;0;0;1600;0;0;0;5724;200;100;0;0;100;210
GNK;0;700;0;19388;2023;1902;0;4027;800;800;0;0;280;1140
GNMK;0;900;200;6596;793;600;0;0;4734;10867;630;0;0;1300
GNR;0;0;0;440;0;0;0;0;0;0;0;0;0;0
GNRC;0;400;100;6200;200;600;0;4600;808;600;0;0;200;600
GNT;0;0;0;2500;0;1229;0;300;2400;300;0;0;0;0
GNTX;0;4294;0;19274;2705;7594;0;0;8500;27214;2500;0;3800;6251
GNVC;0;0;0;600;0;550;0;0;0;2054;0;0;0;0
GNW;0;41525;0;166741;12541;9027;0;48272;13509;26900;3000;500;12000;16015
GOL;0;2600;0;23485;3104;1700;0;8665;6399;1900;900;0;1700;4429
GOLD;0;800;0;20879;1100;1098;0;0;300;5474;200;0;1900;3368
GOM;0;0;0;2078;100;0;0;12922;0;500;0;0;1278;0
GOOD;0;0;0;4876;0;0;0;0;900;564;0;0;0;0
GOODO;0;0;0;200;0;0;0;0;0;0;0;0;0;0
GOOG;0;1400;100;25442;693;1569;0;0;2380;3400;0;0;800;800
GORO;2325;1200;0;2820;600;300;0;0;1004;1400;200;0;400;300
GOV;0;3528;100;18742;1000;300;0;11563;1605;1500;2300;100;1103;2800
GOVT;0;0;0;6985;100;0;0;0;100;0;0;0;0;0
GPC;0;1495;0;3300;400;900;0;8369;1307;1450;1000;0;1500;1720
GPI;0;314;0;3000;300;1350;0;5865;200;0;100;0;400;100
GPK;0;8225;100;31901;9254;891;0;21860;2400;3220;8400;300;2761;2000
GPL;500;0;0;5680;0;5400;0;0;0;0;0;0;0;0
GPM;0;100;0;1341;0;0;0;800;400;100;0;0;0;0
GPN;0;1744;100;57100;1018;8887;0;16917;2800;3814;1600;0;500;4173
GPOR;0;1787;0;13056;1400;2800;0;0;3655;20974;700;300;4350;3600
GPRC;0;0;0;100;0;0;0;0;600;746;0;0;0;0
GPRE;0;200;200;1300;500;400;0;0;400;2810;100;0;800;1200
GPS;0;9500;100;110112;7900;7700;0;40632;39474;15714;18800;3800;2300;26128
GPT;0;4000;0;4025;500;500;0;6042;1458;800;300;0;1900;600
GPX;0;200;0;1300;100;100;0;200;100;200;0;0;0;0
GRA;0;3420;0;4362;500;1300;0;4460;1408;1800;100;100;600;1144
GRC;700;0;0;600;0;0;0;0;300;0;0;0;0;0
GREK;0;100;0;0;0;0;0;0;1250;0;0;0;100;0
GRES;0;0;0;300;0;0;0;0;0;0;0;0;0;0
GRFS;0;600;0;19300;1600;1800;0;0;3139;33944;200;0;500;500
GRH;0;0;0;700;0;0;0;0;0;0;0;0;0;0
GRI;0;0;0;0;0;0;0;0;500;0;0;0;0;0
GRMN;0;1885;0;11127;1600;700;0;0;2085;7177;300;0;600;3043
GRO;0;0;0;26060;0;1503;0;600;0;17200;0;0;0;0
GROW;0;0;0;200;0;0;0;0;0;0;0;0;0;0
GRPN;0;6600;0;64167;12519;21584;0;0;7521;16928;100;0;4100;4682
GRT;0;4100;100;2945;800;0;0;9139;2400;1022;1900;0;634;1700
GRU;0;0;0;0;0;0;0;0;0;0;0;0;0;100
GS;0;7475;400;38533;1100;3547;0;40675;6325;9214;0;500;2553;4759
GSB;0;0;0;0;0;0;0;0;100;0;0;0;0;0
GSBC;0;200;100;2000;600;700;0;0;0;1300;0;0;0;500
GSE;0;0;0;0;0;0;0;600;0;0;0;0;0;0
GSF;0;0;0;1100;313;0;0;1500;0;0;0;0;0;0
GSG;0;0;0;2200;0;100;0;0;1200;0;0;0;0;100
GSH;0;0;0;389;0;100;0;300;0;0;0;0;100;0
GSIG;0;600;0;3400;500;400;0;0;300;4126;0;0;200;1600
GSIT;0;0;0;800;0;0;0;0;1900;490;100;0;0;0
GSK;0;6202;0;28953;2282;2549;0;9887;2700;2061;1000;700;1400;8591
GSL;0;100;0;3400;0;100;0;500;0;100;0;0;0;0
GSM;0;2348;0;9300;1400;2409;0;0;700;3644;0;0;1100;1500
GSOL;0;0;0;600;0;100;0;0;0;600;0;0;0;0
GSS;9760;1900;0;29864;1600;3832;0;0;3532;1432;0;0;1150;7998
GST;1524;500;0;19553;800;400;0;0;3263;2605;400;0;800;4537
GSVC;0;0;0;100;0;3389;0;0;0;300;0;0;0;0
GSY;0;0;0;200;0;0;0;0;0;0;0;0;0;0
GT;100;4962;0;70026;7573;11564;0;0;15392;29167;100;200;5100;21208
GTAT;0;15155;200;495719;15124;18249;0;0;70908;42503;3100;0;11959;24725
GTE;800;5000;0;13800;400;2334;0;0;6411;1900;1000;0;300;3700
GTI;0;8089;0;20361;3800;4536;0;61401;4700;7697;10500;0;3300;6699
GTIM;0;0;0;0;0;0;0;0;0;100;0;0;0;0
GTIV;0;2300;100;5500;900;861;0;0;1289;5384;100;0;600;800
GTLS;0;100;0;11400;300;300;0;0;300;11154;200;0;600;400
GTN;0;700;0;34847;1100;2740;0;8246;800;3505;900;0;300;1040
GTS;0;338;0;900;300;100;0;1695;600;0;0;100;0;100
GTU;0;0;0;3600;0;0;0;0;0;100;0;0;0;0
GTXI;0;300;0;6823;0;0;0;0;0;600;0;0;0;100
GTY;0;0;0;1199;0;300;0;1300;1491;800;0;0;0;300
GUID;0;100;0;1550;300;500;0;0;500;296;200;0;0;400
GUNR;0;0;0;0;0;438;0;0;0;0;0;0;0;0
GURE;0;0;0;100;0;456;0;0;0;2000;0;0;0;0
GUT;0;100;0;100;200;100;0;0;0;0;0;0;0;0
GV;500;1825;0;5899;400;100;0;0;1500;200;200;0;800;200
GVA;0;2227;0;1740;700;300;0;2960;416;2786;300;0;0;1100
GVI;0;0;0;100;0;0;0;0;0;0;0;0;0;0
GVP;0;0;0;100;0;0;0;0;0;0;0;0;0;0
GWAY;0;0;0;476;200;0;0;450;100;200;0;0;0;0
GWL;0;0;0;0;0;200;0;0;300;0;0;0;0;0
GWR;0;3203;200;4280;300;600;0;3504;1172;1300;0;400;0;700
GWRE;0;100;0;8328;200;1926;0;2206;500;400;100;0;200;100
GWW;0;2800;0;2235;0;700;0;2739;500;300;0;100;200;600
GWX;0;0;0;809;0;0;0;0;0;0;0;0;0;0
GXC;0;0;0;4772;0;0;0;0;2144;0;0;0;0;1069
GXG;0;200;0;1799;0;0;0;0;0;100;100;0;0;0
GXP;0;3715;0;8299;700;732;0;8441;1300;2488;100;0;800;2400
GY;0;2300;200;5750;1100;200;0;4930;1600;1712;200;400;300;2100
GYLD;0;0;0;0;0;0;0;0;100;0;0;0;0;0
H;0;800;0;1500;0;0;0;1479;300;200;0;0;0;200
HA;0;4217;100;49008;7500;2578;0;0;3600;16166;1300;800;4544;8299
HAE;0;1400;0;2800;363;400;0;4454;842;400;600;0;300;400
HAFC;0;100;0;1900;300;517;0;0;300;3233;200;0;300;400
HAIN;0;1400;100;7350;400;1900;0;0;900;4869;0;0;200;900
HAL;0;39510;800;245004;23210;31874;0;104462;27692;43380;1700;3100;6254;41261
HALL;0;0;0;0;0;0;0;0;800;386;0;0;0;0
HALO;0;3311;0;45636;4437;8898;0;0;3349;10305;2000;0;2300;5178
HAO;0;0;0;553;0;0;0;0;0;500;0;0;0;400
HAP;0;0;0;376;0;0;0;0;0;0;0;0;0;0
HAR;0;1555;0;3613;200;900;0;5170;400;800;300;0;100;600
HAS;0;3323;0;21837;1543;1804;0;0;3500;13448;100;0;2000;4600
HASI;0;1400;0;2518;1200;2508;0;3500;1600;300;0;0;200;0
HAUP;0;0;0;600;0;0;0;0;0;0;0;0;0;0
HAV;0;0;0;0;0;0;0;300;0;0;0;0;0;0
HAWK;0;1670;100;10710;200;1100;0;0;600;2873;0;0;0;1200
HAYN;0;200;0;800;0;300;0;0;200;200;0;0;211;100
HBAN;0;25968;0;189565;16319;3868;0;0;15239;23416;1100;600;24363;45940
HBANP;0;0;0;340;0;0;0;0;0;0;0;0;0;0
HBC;0;4688;300;3460;600;300;0;16692;1500;1042;800;300;1600;3400
HBHC;0;1630;0;9300;400;200;0;0;1200;6756;300;0;678;800
HBI;0;2844;400;15609;3800;1500;0;8992;3000;4586;2000;0;700;2000
HBIO;0;100;0;2200;200;113;0;0;100;200;0;0;0;400
HBM;0;0;0;250;0;350;0;100;0;0;0;0;0;0
HBOS;0;0;0;200;0;0;0;0;0;300;0;0;0;0
HCA;0;12750;0;34823;10870;15420;0;39368;4887;12538;8465;700;4067;10685
HCBK;0;2751;0;72662;1294;1100;0;0;8700;17872;5500;0;863;9200
HCC;0;4300;0;17300;2100;1451;0;22664;12000;3200;400;0;3300;6250
HCCI;0;0;0;360;0;0;0;0;100;0;0;0;0;0
HCI;0;200;0;100;0;100;0;2336;0;200;0;0;0;200
HCJ;0;0;0;1000;0;0;0;0;0;0;0;0;0;0
HCKT;0;0;0;100;0;465;0;0;0;506;0;0;0;100
HCLP;0;0;0;7790;200;1400;0;2937;100;0;100;0;0;0
HCN;0;15478;100;89942;3500;3700;0;23624;4929;14595;1100;0;6700;7900
HCOM;0;0;0;400;0;0;0;0;600;100;0;0;0;0
HCP;0;13998;0;54824;4400;5718;0;50120;3440;7880;1867;2000;2564;10593
HCS;0;0;0;700;0;1130;0;800;897;0;0;0;0;0
HCSG;0;1051;100;4557;200;1100;0;0;600;4440;0;0;700;800
HD;0;22430;224;122244;13200;14585;0;64838;13002;20471;600;1100;4300;25564
HDB;0;2200;100;7738;1800;1247;0;9805;2040;2390;0;200;1800;2100
HDG;0;0;0;500;0;0;0;0;0;0;0;0;0;0
HDGE;0;300;0;12590;0;100;0;0;1609;100;0;0;0;1500
HDNG;0;0;0;0;0;0;0;0;0;100;0;0;0;0
HDSN;0;0;0;2089;300;0;0;0;100;1000;0;0;0;0
HDV;0;0;0;7062;0;0;0;0;1525;1100;0;0;0;0
HDY;0;0;200;2500;100;0;0;7100;0;0;0;0;0;0
HE;0;847;100;2203;600;200;0;5821;500;1100;200;200;0;526
HEB;3437;0;0;5300;0;3193;0;0;0;0;0;0;0;0
HEDJ;0;0;0;200;0;0;0;0;0;0;0;0;0;0
HEES;0;600;100;7068;400;2800;0;0;900;1268;0;300;400;1200
HEI;0;1500;0;1600;300;0;0;2203;2914;1363;0;100;100;500
HELE;0;0;0;2800;500;1012;0;0;1000;1830;0;0;0;400
HEOP;0;0;0;900;0;100;0;0;0;500;0;0;0;0
HEP;0;0;0;300;0;100;0;200;0;0;0;0;0;0
HERO;0;7707;0;31430;5430;6242;0;0;6598;30479;400;0;6600;15905
HES;0;7690;100;34945;5400;19090;0;37694;11081;14510;802;500;3200;9296
HF;0;112;0;2200;300;300;0;1623;300;700;0;0;600;900
HFBC;0;0;0;0;0;100;0;0;0;0;0;0;0;0
HFC;0;12766;0;40903;5300;6195;0;16774;5078;6392;500;0;1700;6645
HFWA;0;0;0;0;0;0;0;0;0;1200;0;0;0;0
HGG;0;600;100;4116;100;2050;0;4096;100;800;0;0;100;0
HGH;0;0;0;100;0;0;0;362;0;0;0;0;0;0
HGI;0;0;0;0;300;0;0;0;0;0;0;0;0;0
HGR;0;400;0;1216;300;100;0;1679;773;100;0;0;0;200
HGSH;0;100;0;1200;0;0;0;0;0;100;0;0;100;100
HGT;0;0;0;928;0;100;0;900;911;300;0;0;0;0
HH;400;0;0;0;0;0;0;0;0;0;0;0;0;0
HHC;0;615;0;3853;200;600;0;1850;300;800;0;300;400;1200
HHS;0;518;0;2800;0;300;0;2470;1809;1300;100;0;0;600
HI;0;1242;0;4221;100;200;0;4451;1678;634;0;0;0;400
HIBB;0;1100;0;4400;300;700;0;0;100;5340;300;0;400;1100
HIG;0;24487;0;76360;5513;6560;0;37453;7465;9177;900;500;4444;12429
HII;0;1800;0;1200;600;800;0;3413;1613;737;0;200;1100;800
HIIQ;0;0;0;850;0;200;0;0;658;0;0;0;0;0
HIL;0;212;0;400;0;0;0;100;300;300;0;0;0;0
HILL;0;100;0;2500;300;300;0;0;200;0;0;0;300;400
HILO;0;0;0;100;0;0;0;0;0;0;0;0;0;0
HIMX;0;12350;0;133877;4349;23393;0;0;16695;11344;400;0;1500;5530
HIO;0;0;0;6708;0;0;0;3200;0;0;0;0;0;0
HIS;0;100;0;0;0;0;0;201;0;0;0;0;0;0
HITK;0;0;0;400;100;0;0;0;100;500;0;0;100;200
HITT;0;1000;100;4500;200;0;0;0;200;3911;0;0;0;400
HIW;0;3134;0;61815;1200;830;0;6526;4969;2039;200;100;1700;4237
HIX;0;0;0;1400;0;100;0;1361;300;0;0;0;0;0
